,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
265,Nome,1,US,2018-11-14 23:35:00,53,30.04,-94.42,9.4,3.1
266,Mareeba,40,AU,2018-11-14 23:00:00,61,-16.99,145.42,28.0,4.1
267,Quballat,40,TN,2018-11-14 23:30:00,87,36.54,9.66,14.0,0.5
268,Taoudenni,44,ML,2018-11-14 23:56:17,50,22.68,-3.98,13.49,1.27
269,Baykit,88,RU,2018-11-14 23:56:17,80,61.68,96.39,-9.87,4.62
270,Tarauaca,36,BR,2018-11-14 23:56:17,92,-8.16,-70.77,25.39,1.12
271,Katangli,88,RU,2018-11-14 23:56:18,99,51.71,143.23,4.01,6.17
272,Humaita,0,AR,2018-11-14 23:00:00,49,-24.93,-65.37,21.0,2.1
273,Linxia,92,CN,2018-11-14 23:56:19,90,35.6,103.21,-5.52,1.62
274,Khilok,64,RU,2018-11-14 23:56:19,63,51.36,110.46,-13.77,4.02
275,Caucaia,40,BR,2018-11-14 23:00:00,78,-3.73,-38.66,27.0,6.2
276,Inyonga,64,TZ,2018-11-14 23:56:20,88,-6.72,32.06,18.66,2.17
277,Villa Carlos Paz,0,AR,2018-11-14 23:00:00,46,-31.42,-64.5,21.0,3.1
278,Kaitangata,44,NZ,2018-11-14 23:56:21,66,-46.28,169.85,19.14,1.42
279,Foumban,88,CM,2018-11-14 23:56:21,46,5.73,10.9,24.49,1.62
280,Burnie,0,AU,2018-11-14 23:56:21,100,-41.05,145.91,13.06,4.42
281,Prince Rupert,90,CA,2018-11-14 23:13:00,93,54.32,-130.32,9.0,3.1
282,Viedma,0,AR,2018-11-14 23:56:22,37,-40.81,-62.99,19.31,3.22
283,Riyadh,0,SA,2018-11-14 23:00:00,77,24.63,46.72,20.0,3.1
284,Tutoia,12,BR,2018-11-14 23:56:23,72,-2.76,-42.27,27.76,8.42
285,Alta Floresta,12,BR,2018-11-14 23:56:23,95,-9.87,-56.08,25.81,0.97
286,Mahebourg,75,MU,2018-11-14 23:00:00,88,-20.41,57.7,24.0,4.1
287,San Cristobal,75,EC,2018-11-14 23:00:00,72,-0.39,-78.55,15.0,1.5
288,Pacific Grove,1,US,2018-11-14 23:35:00,10,36.62,-121.92,22.2,6.2
289,Ilulissat,0,GL,2018-11-14 22:50:00,71,69.22,-51.1,-14.0,2.1
290,Dingle,44,PH,2018-11-14 23:56:25,98,11.0,122.67,24.69,4.92
291,Trelew,12,AR,2018-11-14 23:56:25,32,-43.25,-65.31,21.04,9.57
292,Fort Nelson,75,CA,2018-11-14 23:00:00,72,58.81,-122.69,-8.0,3.6
293,Mogadishu,24,SO,2018-11-14 23:52:26,100,2.04,45.34,27.19,2.77
294,Uch,0,FR,2018-11-14 23:30:00,93,45.32,-0.93,13.0,2.6
295,Sakaiminato,75,JP,2018-11-14 23:00:00,87,35.55,133.23,9.0,3.6
296,Nishihara,1,JP,2018-11-14 23:00:00,69,35.74,139.53,12.0,2.12
297,Zhigansk,32,RU,2018-11-14 23:56:27,59,66.77,123.37,-24.54,4.57
298,Vestmanna,92,FO,2018-11-14 23:20:00,93,62.16,-7.17,11.0,8.2
299,Stanilesti,90,RO,2018-11-14 23:30:00,100,46.62,28.17,1.0,0.5
300,Panjab,0,AF,2018-11-14 23:56:29,66,34.38,67.02,-16.22,0.97
301,Sitka,0,US,2018-11-14 23:56:29,65,37.17,-99.65,2.06,2.32
302,Abapo,92,BO,2018-11-14 23:56:29,94,-18.83,-63.47,17.49,1.17
303,Noumea,75,NC,2018-11-14 23:30:00,48,-22.28,166.46,29.0,4.6
304,Vila Franca do Campo,20,PT,2018-11-14 23:30:00,62,37.72,-25.43,14.0,4.1
305,Akdepe,0,TM,2018-11-14 23:00:00,44,42.05,59.39,-7.0,3.1
306,Murray,1,US,2018-11-14 23:53:00,41,40.67,-111.89,8.9,3.6
307,Agadez,20,NE,2018-11-14 23:56:32,32,16.97,7.99,17.24,3.27
308,Calama,0,CL,2018-11-14 23:00:00,9,-22.46,-68.93,21.0,9.3
309,Oussouye,0,SN,2018-11-14 23:00:00,83,12.49,-16.54,26.0,2.1
310,Grindavik,75,IS,2018-11-14 23:30:00,86,63.84,-22.43,4.0,4.1
311,Umm Lajj,32,SA,2018-11-14 23:56:33,100,25.02,37.27,18.19,2.22
312,Pahrump,1,US,2018-11-14 22:58:00,9,36.21,-115.98,19.4,6.2
313,Estelle,5,US,2018-11-14 23:50:00,36,32.87,-97.01,8.9,2.12
314,Rajsamand,0,IN,2018-11-14 23:56:34,65,25.06,73.89,14.04,2.32
315,Kantilo,20,IN,2018-11-14 23:00:00,94,20.35,85.18,20.0,1.22
316,Beringovskiy,0,RU,2018-11-14 23:56:35,100,63.05,179.32,-7.97,7.17
317,Demirci,0,TR,2018-11-14 23:56:35,73,39.05,28.66,-6.99,1.12
318,Puerto Baquerizo Moreno,75,EC,2018-11-14 23:00:00,83,-0.9,-89.6,24.0,7.2
319,Boyolangu,24,ID,2018-11-14 23:56:36,96,-8.09,111.9,24.31,2.22
320,Mporokoso,68,ZM,2018-11-14 23:56:36,71,-9.37,30.12,20.49,2.57
321,Flinders,90,AU,2018-11-14 23:30:00,93,-34.58,150.85,16.0,7.7
322,Sawakin,0,SD,2018-11-14 23:00:00,69,19.1,37.33,26.0,5.7
323,Mackenzie,90,CA,2018-11-14 23:18:00,86,55.34,-123.09,3.0,3.1
324,Santa Barbara,1,US,2018-11-14 23:35:00,16,34.42,-119.7,28.9,5.1
325,Ankang,92,CN,2018-11-14 23:56:39,99,32.73,108.99,7.04,1.02
326,Veraval,0,FR,2018-11-14 23:30:00,93,49.65,0.71,11.0,2.6
327,High Level,90,CA,2018-11-14 23:00:00,79,58.52,-117.13,-6.0,2.1
328,Ridgecrest,20,US,2018-11-14 22:56:00,6,35.62,-117.67,20.6,2.1
329,Kinablangan,56,PH,2018-11-14 23:56:40,100,7.69,126.55,26.76,1.12
330,Vestmannaeyjar,68,IS,2018-11-14 23:56:41,100,63.44,-20.27,2.81,5.47
331,Leningradskiy,0,RU,2018-11-14 23:56:41,100,69.38,178.42,-10.39,2.07
332,Beloha,0,MG,2018-11-14 23:56:41,74,-25.17,45.06,19.66,6.22
333,Dordrecht,0,NL,2018-11-14 23:35:00,100,51.8,4.68,6.0,1.0
334,Cabedelo,100,BR,2018-11-14 23:56:42,93,-6.97,-34.84,26.41,5.67
335,Barabash,0,RU,2018-11-14 23:00:00,92,43.19,131.5,-5.0,1.0
336,Valkeala,90,FI,2018-11-14 23:20:00,100,60.94,26.8,4.0,1.0
337,Gazanjyk,20,TM,2018-11-14 23:56:43,80,39.24,55.52,-2.77,3.97
338,Chifeng,92,CN,2018-11-14 23:56:44,79,42.27,118.96,-4.44,2.57
339,Nicoya,75,CR,2018-11-14 23:00:00,66,10.15,-85.45,29.0,7.7
340,Isangel,32,VU,2018-11-14 23:56:44,100,-19.55,169.27,24.44,6.82
341,Nhlangano,0,SZ,2018-11-14 23:56:45,92,-27.11,31.2,11.66,0.87
342,Mayo,75,CA,2018-11-14 23:00:00,61,63.59,-135.9,-11.0,4.6
343,Otane,56,NZ,2018-11-14 23:56:46,58,-39.89,176.62,21.39,1.87
344,Portland,90,US,2018-11-14 23:21:00,89,45.52,-122.67,11.1,1.12
345,Pisco,40,PE,2018-11-14 23:00:00,30,-13.71,-76.2,22.0,7.7
346,Sinnamary,92,GF,2018-11-14 23:56:46,100,5.38,-52.96,25.79,4.92
347,Kavieng,12,PG,2018-11-14 23:56:47,100,-2.57,150.8,29.89,2.42
348,Grenada,90,US,2018-11-14 23:22:00,81,33.77,-89.81,-0.6,3.42
349,Ardmore,90,US,2018-11-14 23:35:00,100,34.99,-86.85,4.4,1.5
350,Rabo de Peixe,20,PT,2018-11-14 23:30:00,62,37.8,-25.58,14.0,4.1
351,Bonthe,8,SL,2018-11-14 23:56:49,98,7.53,-12.5,25.39,1.57
352,Bathsheba,40,BB,2018-11-14 23:00:00,83,13.22,-59.52,27.0,10.8
353,Borba,48,PT,2018-11-14 23:56:50,91,38.81,-7.46,10.44,2.57
354,Carutapera,24,BR,2018-11-14 23:56:50,79,-1.2,-46.02,27.69,4.97
355,Pringsewu,36,ID,2018-11-14 23:56:51,86,-5.36,104.98,24.89,1.22
356,Hamilton,90,BM,2018-11-14 22:55:00,94,32.3,-64.78,23.0,4.6
357,Jesus de Otoro,90,HN,2018-11-14 22:58:00,90,14.48,-87.98,22.3,9.8
358,Chivay,36,PE,2018-11-14 23:56:52,29,-15.64,-71.6,6.19,1.87
359,Shimoda,20,JP,2018-11-14 23:00:00,54,34.7,138.93,14.0,8.7
360,Sidney,1,US,2018-11-14 23:35:00,36,47.72,-104.16,11.7,6.7
361,Cockburn Town,76,TC,2018-11-14 23:56:53,100,21.46,-71.14,26.79,10.77
362,Maragogi,88,BR,2018-11-14 23:56:53,91,-9.01,-35.22,24.94,3.62
363,Svetlaya,0,RU,2018-11-14 23:56:53,100,46.54,138.33,1.79,3.22
364,Feicheng,80,CN,2018-11-14 23:56:54,82,36.18,116.77,8.51,2.07
365,Lakatoro,80,VU,2018-11-14 23:56:54,87,-16.11,167.42,27.31,2.87
366,Chapais,90,CA,2018-11-14 23:10:00,77,49.78,-74.86,-14.0,5.7
367,Springville,1,US,2018-11-14 23:35:00,41,40.17,-111.61,7.2,3.6
368,Kannur,0,IN,2018-11-14 23:56:55,68,11.88,75.37,18.51,0.97
369,Daru,80,SL,2018-11-14 23:56:55,95,7.99,-10.85,22.31,0.97
370,Torbay,90,CA,2018-11-14 23:00:00,86,47.66,-52.73,-2.0,13.4
371,Encheng,56,CN,2018-11-14 23:56:56,96,22.74,107.09,20.76,1.97
372,Hinton,44,CA,2018-11-14 23:56:56,72,53.4,-117.57,2.14,0.92
373,Sampit,36,ID,2018-11-14 23:56:57,98,-2.54,112.95,25.56,2.37
374,Zyryanovsk,0,KZ,2018-11-14 23:56:57,66,49.74,84.27,-23.49,1.32
375,Yumen,68,CN,2018-11-14 23:56:57,75,40.29,97.04,-7.49,2.07
376,Polyarnyy,75,RU,2018-11-14 23:00:00,95,69.2,33.45,0.0,3.0
377,Big Rapids,1,US,2018-11-14 23:36:00,64,43.7,-85.48,-2.0,1.87
378,Broome,0,GB,2018-11-14 23:37:00,93,52.47,1.45,10.0,2.6
379,Yeppoon,40,AU,2018-11-14 23:00:00,54,-23.13,150.74,28.0,3.6
380,Lyubech,92,UA,2018-11-14 23:56:59,95,51.7,30.66,1.64,2.87
381,Coari,24,BR,2018-11-14 23:56:59,89,-4.09,-63.14,26.86,1.22
382,Hammerfest,0,NO,2018-11-14 23:20:00,100,70.66,23.68,5.0,8.2
383,Sobolevo,88,RU,2018-11-14 23:57:00,84,54.43,31.9,-1.27,3.52
384,Pampa,1,US,2018-11-14 23:51:00,55,35.54,-100.96,8.6,2.1
385,Iracoubo,92,GF,2018-11-14 23:57:01,92,5.48,-53.21,25.26,2.47
386,Springfield,90,US,2018-11-14 22:52:00,58,37.22,-93.29,-1.1,2.1
387,Okhotsk,92,RU,2018-11-14 23:57:02,100,59.36,143.24,-4.34,2.07
388,Somerset,90,US,2018-11-14 23:42:00,55,37.09,-84.6,1.0,3.1
389,Dawei,0,MM,2018-11-14 23:57:03,95,14.07,98.19,23.61,1.07
390,Bandeirantes,56,BR,2018-11-14 23:57:03,72,-23.11,-50.37,26.29,1.77
391,Neuquen,0,AR,2018-11-14 23:00:00,35,-38.95,-68.06,21.0,3.6
392,Tazovskiy,0,RU,2018-11-14 23:56:35,66,67.47,78.7,-17.89,5.62
393,Kauhajoki,90,FI,2018-11-14 23:20:00,93,62.43,22.18,5.0,2.6
394,Milkovo,32,BG,2018-11-14 23:30:00,87,41.53,24.68,10.0,2.1
395,Ayagoz,0,KZ,2018-11-14 23:57:05,28,47.96,80.43,-29.04,1.37
396,Boca do Acre,8,BR,2018-11-14 23:57:05,88,-8.76,-67.39,26.56,1.07
397,Deer Lake,90,CA,2018-11-14 23:00:00,86,49.18,-57.43,-2.0,7.7
398,Pitimbu,100,BR,2018-11-14 23:57:06,93,-7.47,-34.81,26.41,5.67
399,La Huaca,0,PE,2018-11-14 23:57:06,63,-4.91,-80.96,23.06,4.22
400,Mamallapuram,75,IN,2018-11-14 23:00:00,100,12.63,80.17,25.0,2.1
401,Nadvoitsy,92,RU,2018-11-14 23:57:07,96,63.89,34.27,1.49,1.17
402,Bam,12,IR,2018-11-14 23:57:07,75,29.11,58.36,4.24,1.17
403,Livramento,20,BR,2018-11-14 23:00:00,83,-3.03,-60.18,30.0,1.07
404,Chicama,0,PE,2018-11-14 23:00:00,82,-7.84,-79.15,20.0,4.1
405,Erdenet,0,MN,2018-11-14 23:57:09,51,49.03,104.04,-24.62,1.17
406,Rundu,0,NA,2018-11-14 23:57:09,35,-17.91,19.77,18.99,2.07
407,Robertsport,12,LR,2018-11-14 23:57:10,100,6.75,-11.37,27.91,4.22
408,Zyryanka,8,RU,2018-11-14 23:57:10,68,65.73,150.89,-26.12,1.17
409,Saint-Pierre,75,FR,2018-11-14 23:30:00,100,48.95,4.24,6.0,1.5
410,Namatanai,0,PG,2018-11-14 23:57:11,95,-3.66,152.44,29.91,3.87
411,Polunochnoye,92,RU,2018-11-14 23:57:12,79,60.87,60.43,-3.37,3.32
412,Kem,0,UG,2018-11-14 23:57:12,77,2.68,33.77,20.06,2.97
413,Fortuna,0,ES,2018-11-14 23:30:00,77,38.18,-1.13,18.0,4.1
414,Gusau,36,NG,2018-11-14 23:57:13,51,12.17,6.66,18.51,2.07
415,Ixtapa,5,MX,2018-11-14 22:44:00,51,20.71,-105.21,29.0,3.1
416,Clyde River,90,CA,2018-11-14 23:23:00,83,70.47,-68.59,-22.0,6.2
417,Los Llanos de Aridane,20,ES,2018-11-14 23:30:00,72,28.66,-17.92,18.0,2.6
418,Margate,75,AU,2018-11-14 23:00:00,66,-43.03,147.26,12.0,5.7
419,Sao Joao dos Patos,0,BR,2018-11-14 23:57:15,59,-6.5,-43.7,28.16,2.07
420,Aklavik,40,CA,2018-11-14 23:00:00,83,68.22,-135.01,-22.0,2.1
421,Kamwenge,12,UG,2018-11-14 23:57:15,95,0.19,30.45,15.69,1.22
422,Olavarria,0,AR,2018-11-14 23:57:16,71,-36.89,-60.32,17.64,4.92
423,Youhao,92,CN,2018-11-14 23:57:16,89,47.86,128.84,-3.89,1.17
424,Buchanan,20,LR,2018-11-14 23:30:00,94,5.88,-10.05,25.0,3.02
425,Dwarka,20,IN,2018-11-14 23:00:00,93,28.58,77.04,18.0,1.32
426,Sumbe,44,AO,2018-11-14 23:57:17,100,-11.2,13.84,23.91,1.22
427,Karpathos,0,GR,2018-11-14 23:20:00,63,35.51,27.21,17.0,9.8
428,Boende,80,CD,2018-11-14 23:57:18,100,-0.28,20.88,21.89,1.37
429,Vila Velha,40,BR,2018-11-14 23:00:00,78,-3.71,-38.6,27.0,6.2
430,Lompoc,1,US,2018-11-14 23:35:00,16,34.64,-120.46,25.0,5.1
431,Mbandaka,64,CD,2018-11-14 23:57:19,96,0.05,18.26,23.19,1.57
432,Pecos,1,US,2018-11-14 23:15:00,26,31.42,-103.49,14.5,2.1
433,Ponnani,0,IN,2018-11-14 23:57:19,86,10.77,75.93,21.44,1.87
434,Parral,75,CL,2018-11-14 23:00:00,63,-36.14,-71.82,18.0,5.1
435,Balabac,88,PH,2018-11-14 23:57:20,100,7.99,117.06,26.81,3.47
436,Cacimba de Dentro,24,BR,2018-11-14 23:57:20,80,-6.64,-35.79,22.49,4.02
437,Vardo,1,US,2018-11-14 23:40:00,40,39.62,-77.74,5.0,1.52
438,Loukhi,44,RU,2018-11-14 23:57:21,92,66.08,33.04,-1.39,1.02
439,Manturovo,88,RU,2018-11-14 23:57:21,69,58.33,44.76,-3.34,2.87
440,Prado,44,BR,2018-11-14 23:57:22,95,-17.34,-39.22,26.24,6.17
441,Koungheul,92,SN,2018-11-14 23:57:22,50,13.98,-14.8,25.49,2.42
442,New Baltimore,40,US,2018-11-14 23:35:00,73,42.68,-82.74,-1.1,0.52
443,Adrar,0,DZ,2018-11-14 23:00:00,47,27.87,-0.29,16.0,2.6
444,Port Blair,20,IN,2018-11-14 23:57:23,97,11.67,92.75,29.01,4.32
445,Waipawa,56,NZ,2018-11-14 23:57:24,61,-39.94,176.59,22.04,1.02
446,Port-Gentil,75,GA,2018-11-14 23:00:00,94,-0.72,8.78,25.0,2.1
447,Quatre Cocos,75,MU,2018-11-14 23:00:00,88,-20.21,57.76,24.0,4.1
448,La Paz,5,MX,2018-11-14 22:40:00,36,24.15,-110.32,25.0,8.7
449,Namtsy,76,RU,2018-11-14 23:57:25,67,62.72,129.66,-20.34,2.57
450,The Valley,20,AI,2018-11-14 23:00:00,74,18.22,-63.06,27.0,5.7
451,Burgeo,36,CA,2018-11-14 23:57:26,100,47.61,-57.61,1.54,22.37
452,Madingou,92,CG,2018-11-14 23:57:26,99,-4.17,13.56,21.19,1.07
453,Maniitsoq,88,GL,2018-11-14 23:57:26,100,65.42,-52.9,-5.34,2.77
454,Teguldet,92,RU,2018-11-14 23:57:27,74,57.31,88.17,-5.84,6.02
455,Nerja,0,ES,2018-11-14 23:30:00,87,36.75,-3.88,18.0,0.5
456,Marzuq,0,YE,2018-11-14 23:57:27,82,14.4,46.47,3.31,1.07
457,Hobyo,92,SO,2018-11-14 23:57:28,92,5.35,48.53,25.51,3.32
458,Sola,90,FI,2018-11-14 23:20:00,100,62.78,29.36,3.0,2.1
459,Goderich,36,CA,2018-11-14 23:55:10,95,43.74,-81.71,-3.24,3.97
460,Nizwa,0,OM,2018-11-14 23:57:29,64,22.93,57.53,17.44,1.57
461,Tuy Hoa,24,VN,2018-11-14 23:57:29,100,13.08,109.3,24.31,1.52
462,Bull Savanna,76,JM,2018-11-14 23:57:30,85,17.89,-77.59,23.79,0.57
463,Paoua,0,CF,2018-11-14 23:57:30,65,7.24,16.43,19.94,1.22
464,Brynmawr,40,GB,2018-11-14 23:20:00,87,51.8,-3.17,10.0,3.1
465,Biltine,0,TD,2018-11-14 23:57:31,59,14.53,20.93,16.99,1.37
466,Ca Mau,92,VN,2018-11-14 23:55:37,97,9.18,105.15,26.29,4.12
467,Mudon,64,MM,2018-11-14 23:57:31,96,16.26,97.73,24.61,1.42
468,Mumbwa,0,ZM,2018-11-14 23:57:32,33,-14.99,27.06,17.31,4.12
469,Qasigiannguit,0,GL,2018-11-14 22:50:00,71,68.82,-51.19,-14.0,2.1
470,Sao Miguel do Araguaia,0,BR,2018-11-14 23:57:32,85,-13.28,-50.16,25.39,1.27
471,Gornopravdinsk,80,RU,2018-11-14 23:57:33,85,60.06,69.92,-4.32,3.77
472,Lianzhou,92,CN,2018-11-14 23:57:33,98,24.79,112.38,17.99,1.07
473,Vao,76,EE,2018-11-14 23:57:33,99,59.1,26.19,4.06,1.42
474,Miyako,20,JP,2018-11-14 23:00:00,66,33.63,130.94,14.0,1.5
475,Kenai,40,US,2018-11-14 22:56:00,100,60.55,-151.26,3.3,3.1
476,Bandarbeyla,92,SO,2018-11-14 23:57:34,100,9.49,50.81,26.41,4.42
477,Geraldton,75,CA,2018-11-14 23:00:00,61,49.72,-86.95,-9.0,3.1
478,Tamandare,36,BR,2018-11-14 23:57:35,92,-8.28,-70.75,25.39,1.12
479,Cabinda,92,AO,2018-11-14 23:57:35,100,-5.56,12.19,24.49,4.47
480,Ishinomaki,20,JP,2018-11-14 23:00:00,76,38.42,141.3,9.0,1.0
481,Maputo,20,MZ,2018-11-14 23:00:00,77,-25.97,32.57,20.0,1.0
482,Yaan,44,NG,2018-11-14 23:57:36,61,7.38,8.57,27.99,5.67
483,Mnogovershinnyy,48,RU,2018-11-14 23:57:37,94,53.94,139.92,0.49,0.47
484,La Tuque,0,CA,2018-11-14 23:57:37,54,47.44,-72.79,-10.87,3.87
485,Barstow,1,US,2018-11-14 23:53:00,31,31.46,-103.39,13.5,3.1
486,Itaueira,56,BR,2018-11-14 23:57:38,64,-7.6,-43.03,27.51,1.22
487,Hovd,0,NO,2018-11-14 23:20:00,100,63.83,10.7,8.0,7.7
488,Mildura,0,AU,2018-11-14 23:55:49,78,-34.18,142.16,18.44,4.02
489,Sorland,92,NO,2018-11-14 23:57:39,98,67.67,12.69,9.01,14.92
490,Vidim,0,CZ,2018-11-14 23:30:00,93,50.47,14.53,4.0,2.6
491,Ambilobe,0,MG,2018-11-14 23:57:40,86,-13.19,49.05,21.56,1.62
492,Qaqortoq,44,GL,2018-11-14 22:50:00,41,60.72,-46.03,4.0,4.6
493,Bharatpur,0,NP,2018-11-14 23:55:58,73,27.68,84.43,13.26,2.27
494,Ankazoabo,0,MG,2018-11-14 23:57:42,63,-22.29,44.51,20.51,4.57
495,Nelson Bay,20,AU,2018-11-14 23:00:00,73,-32.72,152.14,23.0,8.2
496,Glomfjord,75,NO,2018-11-14 22:50:00,100,66.82,13.94,8.0,1.0
497,Manaus,20,BR,2018-11-14 23:00:00,74,-3.13,-59.98,30.0,1.0
498,Lanzhou,90,CN,2018-11-14 23:00:00,79,36.06,103.82,-6.0,3.0
499,Bukachacha,0,RU,2018-11-14 23:57:44,56,52.99,116.91,-19.19,1.82
500,San Andres,44,PH,2018-11-14 23:57:44,100,13.32,122.68,26.91,8.27
501,Vozhega,92,RU,2018-11-14 23:57:44,96,60.47,40.21,-1.57,3.62
502,Ranau,68,MY,2018-11-14 23:57:45,86,5.95,116.67,22.29,0.07
503,Dolores,0,UY,2018-11-14 23:57:45,56,-33.53,-58.22,20.44,4.37
504,Zeya,64,RU,2018-11-14 23:57:46,83,53.74,127.27,-9.57,1.22
505,Tabou,88,CI,2018-11-14 23:57:46,100,4.42,-7.36,26.94,5.12
506,Rongcheng,48,CN,2018-11-14 23:57:46,99,37.16,122.42,6.79,0.92
507,Macamic,75,CA,2018-11-14 23:00:00,78,48.75,-79.0,-12.0,2.6
508,Okha,36,RU,2018-11-14 23:57:47,98,53.59,142.95,1.99,3.77
509,Hofn,92,IS,2018-11-14 23:57:48,100,64.25,-15.21,4.44,10.72
510,Itarema,20,BR,2018-11-14 23:57:48,77,-2.92,-39.92,25.94,6.92
511,Nola,48,CF,2018-11-14 23:57:48,98,3.52,16.05,20.14,1.17
512,Magalia,5,US,2018-11-14 22:54:00,20,39.81,-121.58,21.1,1.47
513,Ulladulla,90,AU,2018-11-14 23:30:00,93,-35.36,150.48,16.0,7.7
514,Mendoza,0,AR,2018-11-14 23:00:00,14,-32.89,-68.84,26.0,4.6
515,Manzanillo,76,CU,2018-11-14 23:57:50,100,20.34,-77.12,26.81,1.62
516,Vredendal,88,ZA,2018-11-14 23:57:50,93,-31.68,18.49,13.79,1.32
517,Killybegs,92,IE,2018-11-14 23:57:50,94,54.63,-8.45,12.89,6.17
518,Dondo,0,MZ,2018-11-14 23:00:00,78,-19.62,34.74,24.0,3.1
519,Fraserburgh,90,GB,2018-11-14 23:20:00,82,57.69,-2.02,13.0,6.7
520,Saquena,20,PE,2018-11-14 23:57:52,91,-4.67,-73.52,27.54,1.12
521,Antalaha,92,MG,2018-11-14 23:57:52,100,-14.9,50.28,22.16,3.12
522,Wanning,75,AT,2018-11-14 23:20:00,100,48.64,13.53,4.0,2.6
523,Nagato,20,JP,2018-11-14 23:00:00,76,34.35,131.14,13.0,1.47
524,Manggar,68,ID,2018-11-14 23:57:54,93,-2.88,108.27,28.44,2.77
525,Pa Sang,20,TH,2018-11-14 23:00:00,94,18.53,98.94,22.0,1.42
526,Sioux Lookout,75,CA,2018-11-14 23:00:00,73,50.1,-91.92,-3.0,3.1
527,Yakymivka,68,UA,2018-11-14 23:57:55,97,46.7,35.16,1.06,5.07
528,Kushima,20,JP,2018-11-14 23:00:00,81,31.5,131.29,10.0,3.1
529,Rodrigues Alves,20,BR,2018-11-14 23:00:00,94,-7.74,-72.65,27.0,1.5
530,Vilhena,0,BR,2018-11-14 23:00:00,100,-12.74,-60.15,22.0,2.1
